Type,Subtype,Subset,Filter,Genotype,QQ.Field,QQ,METRIC.Recall,METRIC.Precision,METRIC.Frac_NA,METRIC.F1_Score,TRUTH.TOTAL,TRUTH.TP,TRUTH.FN,QUERY.TOTAL,QUERY.TP,QUERY.FP,QUERY.UNK,FP.gt,FP.al,TRUTH.TOTAL.TiTv_ratio,TRUTH.TOTAL.het_hom_ratio,TRUTH.FN.TiTv_ratio,TRUTH.FN.het_hom_ratio,TRUTH.TP.TiTv_ratio,TRUTH.TP.het_hom_ratio,QUERY.FP.TiTv_ratio,QUERY.FP.het_hom_ratio,QUERY.TP.TiTv_ratio,QUERY.TOTAL.TiTv_ratio,QUERY.TOTAL.het_hom_ratio,QUERY.TP.het_hom_ratio,QUERY.UNK.TiTv_ratio,QUERY.UNK.het_hom_ratio
INDEL,*,lowcmp_SimpleRepeat_quadTR_gt200,PASS,homalt,QUAL,*,0.0,,1.0,,0,0,0,2,0,0,2,0,0,,,,,,,,,,,,,,
INDEL,*,lowcmp_SimpleRepeat_triTR_11to50,PASS,*,QUAL,*,0.99741,0.998476,0.507249,0.997943,6564,6547,17,13313,6550,10,6753,6,0,,1.708333,,,,1.702586,,1.25,,,1.909973,1.703544,,2.123706
INDEL,*,lowcmp_SimpleRepeat_triTR_11to50,PASS,het,QUAL,*,0.996636,0.998596,0.547453,0.997615,3567,3555,12,7871,3557,5,4309,1,0,,,,,,,,,,,,,,
INDEL,*,lowcmp_SimpleRepeat_triTR_11to50,PASS,hetalt,QUAL,*,0.994499,0.998896,0.314156,0.996693,909,904,5,1321,905,1,415,1,0,,,,,,,,,,,,,,
INDEL,*,lowcmp_SimpleRepeat_triTR_11to50,PASS,homalt,QUAL,*,1.0,0.998088,0.492356,0.999043,2088,2088,0,4121,2088,4,2029,4,0,,,,,,,,,,,,,,
INDEL,*,lowcmp_SimpleRepeat_triTR_51to200,PASS,*,QUAL,*,0.958333,0.966825,0.661316,0.96256,216,207,9,623,204,7,412,4,0,,1.043478,,,,0.956522,,1.333333,,,3.090909,0.847826,,4.868852
INDEL,*,lowcmp_SimpleRepeat_triTR_51to200,PASS,het,QUAL,*,0.916667,0.906977,0.873529,0.911796,48,44,4,340,39,4,297,1,0,,,,,,,,,,,,,,
INDEL,*,lowcmp_SimpleRepeat_triTR_51to200,PASS,hetalt,QUAL,*,0.959016,1.0,0.312139,0.979079,122,117,5,173,119,0,54,0,0,,,,,,,,,,,,,,
INDEL,*,lowcmp_SimpleRepeat_triTR_51to200,PASS,homalt,QUAL,*,1.0,0.938776,0.554545,0.968421,46,46,0,110,46,3,61,3,0,,,,,,,,,,,,,,
INDEL,*,map_l100_m0_e0,PASS,*,QUAL,*,0.980392,0.972816,0.88052,0.976589,1530,1500,30,12931,1503,42,11386,9,0,,2.002004,,2.5,,1.99389,,2.727273,,,2.586522,1.997963,,2.682333
INDEL,*,map_l100_m0_e0,PASS,het,QUAL,*,0.97998,0.970326,0.888386,0.975129,999,979,20,9058,981,30,8047,4,0,,,,,,,,,,,,,,
INDEL,*,map_l100_m0_e0,PASS,hetalt,QUAL,*,0.9375,0.96875,0.913747,0.952869,32,30,2,371,31,1,339,0,0,,,,,,,,,,,,,,
INDEL,*,map_l100_m0_e0,PASS,homalt,QUAL,*,0.983968,0.978088,0.856653,0.981019,499,491,8,3502,491,11,3000,5,0,,,,,,,,,,,,,,
INDEL,*,map_l100_m1_e0,PASS,*,QUAL,*,0.983495,0.982133,0.861307,0.982813,3514,3456,58,25423,3463,63,21897,16,0,,1.815768,,3.272727,,1.802345,,3.769231,,,2.189375,1.80737,,2.25647
INDEL,*,map_l100_m1_e0,PASS,het,QUAL,*,0.983547,0.977798,0.869067,0.980664,2188,2152,36,16856,2158,49,14649,10,0,,,,,,,,,,,,,,
INDEL,*,map_l100_m1_e0,PASS,hetalt,QUAL,*,0.909091,0.991071,0.870968,0.948313,121,110,11,868,111,1,756,0,0,,,,,,,,,,,,,,
INDEL,*,map_l100_m1_e0,PASS,homalt,QUAL,*,0.990871,0.989229,0.843226,0.99005,1205,1194,11,7699,1194,13,6492,6,0,,,,,,,,,,,,,,
INDEL,*,map_l100_m2_e0,PASS,*,QUAL,*,0.983416,0.982094,0.869005,0.982755,3618,3558,60,27711,3565,65,24081,16,0,,1.82391,,3.454545,,1.809291,,3.571429,,,2.183775,1.813366,,2.244488
INDEL,*,map_l100_m2_e0,PASS,het,QUAL,*,0.983171,0.978022,0.876083,0.98059,2258,2220,38,18359,2225,50,16084,10,0,,,,,,,,,,,,,,
INDEL,*,map_l100_m2_e0,PASS,hetalt,QUAL,*,0.909836,0.991228,0.879365,0.94879,122,111,11,945,113,1,831,0,0,,,,,,,,,,,,,,
INDEL,*,map_l100_m2_e0,PASS,homalt,QUAL,*,0.991115,0.988719,0.852385,0.989915,1238,1227,11,8407,1227,14,7166,6,0,,,,,,,,,,,,,,
INDEL,*,map_l100_m2_e1,PASS,*,QUAL,*,0.983424,0.98239,0.869507,0.982906,3680,3619,61,28285,3626,65,24594,16,0,,1.822734,,3.454545,,1.80834,,3.571429,,,2.186326,1.81235,,2.247469
INDEL,*,map_l100_m2_e1,PASS,het,QUAL,*,0.983428,0.978355,0.876728,0.980885,2293,2255,38,18739,2260,50,16429,10,0,,,,,,,,,,,,,,
INDEL,*,map_l100_m2_e1,PASS,hetalt,QUAL,*,0.906977,0.991667,0.876923,0.947433,129,117,12,975,119,1,855,0,0,,,,,,,,,,,,,,
INDEL,*,map_l100_m2_e1,PASS,homalt,QUAL,*,0.991256,0.988898,0.852876,0.990075,1258,1247,11,8571,1247,14,7310,6,0,,,,,,,,,,,,,,
INDEL,*,map_l125_m0_e0,PASS,*,QUAL,*,0.975723,0.972414,0.909413,0.974065,865,844,21,9604,846,24,8734,6,0,,2.060932,,2.5,,2.051282,,3.0,,,2.701463,2.058608,,2.778667
INDEL,*,map_l125_m0_e0,PASS,het,QUAL,*,0.973913,0.968966,0.915105,0.971433,575,560,15,6832,562,18,6252,2,0,,,,,,,,,,,,,,
INDEL,*,map_l125_m0_e0,PASS,hetalt,QUAL,*,1.0,1.0,0.954733,1.0,11,11,0,243,11,0,232,0,0,,,,,,,,,,,,,,
INDEL,*,map_l125_m0_e0,PASS,homalt,QUAL,*,0.978495,0.978495,0.88968,0.978495,279,273,6,2529,273,6,2250,4,0,,,,,,,,,,,,,,
INDEL,*,map_l125_m1_e0,PASS,*,QUAL,*,0.982567,0.9826,0.88593,0.982583,2065,2029,36,18138,2033,36,16069,8,0,,1.815278,,3.25,,1.799157,,4.142857,,,2.309296,1.804775,,2.384498
INDEL,*,map_l125_m1_e0,PASS,het,QUAL,*,0.980107,0.97793,0.893145,0.979017,1307,1281,26,12297,1285,29,10983,4,0,,,,,,,,,,,,,,
INDEL,*,map_l125_m1_e0,PASS,hetalt,QUAL,*,0.947368,1.0,0.930233,0.972973,38,36,2,516,36,0,480,0,0,,,,,,,,,,,,,,
INDEL,*,map_l125_m1_e0,PASS,homalt,QUAL,*,0.988889,0.990264,0.864977,0.989576,720,712,8,5325,712,7,4606,4,0,,,,,,,,,,,,,,
INDEL,*,map_l125_m2_e0,PASS,*,QUAL,*,0.982815,0.982391,0.892988,0.982603,2153,2116,37,20166,2120,38,18008,8,0,,1.817333,,3.375,,1.800539,,3.222222,,,2.305692,1.80593,,2.375822
INDEL,*,map_l125_m2_e0,PASS,het,QUAL,*,0.980191,0.978817,0.899722,0.979503,1363,1336,27,13652,1340,29,12283,4,0,,,,,,,,,,,,,,
INDEL,*,map_l125_m2_e0,PASS,hetalt,QUAL,*,0.95,1.0,0.935919,0.974359,40,38,2,593,38,0,555,0,0,,,,,,,,,,,,,,
INDEL,*,map_l125_m2_e0,PASS,homalt,QUAL,*,0.989333,0.988016,0.873163,0.988674,750,742,8,5921,742,9,5170,4,0,,,,,,,,,,,,,,
INDEL,*,map_l125_m2_e1,PASS,*,QUAL,*,0.982585,0.982617,0.893749,0.982601,2182,2144,38,20574,2148,38,18388,8,0,,1.813403,,3.375,,1.796813,,3.222222,,,2.299901,1.802125,,2.369187
INDEL,*,map_l125_m2_e1,PASS,het,QUAL,*,0.980435,0.979076,0.900424,0.979755,1380,1353,27,13919,1357,29,12533,4,0,,,,,,,,,,,,,,
INDEL,*,map_l125_m2_e1,PASS,hetalt,QUAL,*,0.926829,1.0,0.936982,0.962025,41,38,3,603,38,0,565,0,0,,,,,,,,,,,,,,
INDEL,*,map_l125_m2_e1,PASS,homalt,QUAL,*,0.989488,0.988189,0.874091,0.988838,761,753,8,6052,753,9,5290,4,0,,,,,,,,,,,,,,
INDEL,*,map_l150_m0_e0,PASS,*,QUAL,*,0.972112,0.966469,0.933447,0.969282,502,488,14,7618,490,17,7111,4,0,,2.062112,,2.5,,2.050955,,3.25,,,2.791837,2.063694,,2.854364
INDEL,*,map_l150_m0_e0,PASS,het,QUAL,*,0.96988,0.961424,0.938414,0.965633,332,322,10,5472,324,13,5135,1,0,,,,,,,,,,,,,,
INDEL,*,map_l150_m0_e0,PASS,hetalt,QUAL,*,1.0,1.0,0.951613,1.0,9,9,0,186,9,0,177,0,0,,,,,,,,,,,,,,
INDEL,*,map_l150_m0_e0,PASS,homalt,QUAL,*,0.975155,0.975155,0.917857,0.975155,161,157,4,1960,157,4,1799,3,0,,,,,,,,,,,,,,
INDEL,*,map_l150_m1_e0,PASS,*,QUAL,*,0.979405,0.97798,0.90894,0.978692,1311,1284,27,14463,1288,29,13146,6,0,,1.84141,,2.25,,1.834081,,3.833333,,,2.434252,1.843049,,2.50425
INDEL,*,map_l150_m1_e0,PASS,het,QUAL,*,0.978469,0.972781,0.915314,0.975617,836,818,18,9978,822,23,9133,3,0,,,,,,,,,,,,,,
INDEL,*,map_l150_m1_e0,PASS,hetalt,QUAL,*,0.952381,1.0,0.948187,0.97561,21,20,1,386,20,0,366,0,0,,,,,,,,,,,,,,
INDEL,*,map_l150_m1_e0,PASS,homalt,QUAL,*,0.982379,0.986726,0.889729,0.984547,454,446,8,4099,446,6,3647,3,0,,,,,,,,,,,,,,
INDEL,*,map_l150_m2_e0,PASS,*,QUAL,*,0.980421,0.979061,0.914932,0.979741,1379,1352,27,16281,1356,29,14896,6,0,,1.877119,,2.25,,1.87069,,3.833333,,,2.410726,1.87931,,2.467769
INDEL,*,map_l150_m2_e0,PASS,het,QUAL,*,0.979684,0.974302,0.920039,0.976985,886,868,18,11193,872,23,10298,3,0,,,,,,,,,,,,,,
INDEL,*,map_l150_m2_e0,PASS,hetalt,QUAL,*,0.952381,1.0,0.955056,0.97561,21,20,1,445,20,0,425,0,0,,,,,,,,,,,,,,
INDEL,*,map_l150_m2_e0,PASS,homalt,QUAL,*,0.983051,0.987234,0.898772,0.985138,472,464,8,4643,464,6,4173,3,0,,,,,,,,,,,,,,
INDEL,*,map_l150_m2_e1,PASS,*,QUAL,*,0.979433,0.978799,0.914995,0.979116,1410,1381,29,16646,1385,30,15231,7,0,,1.871636,,2.375,,1.863158,,3.285714,,,2.408632,1.871579,,2.466963
INDEL,*,map_l150_m2_e1,PASS,het,QUAL,*,0.978982,0.974781,0.920287,0.976877,904,885,19,11441,889,23,10529,3,0,,,,,,,,,,,,,,
INDEL,*,map_l150_m2_e1,PASS,hetalt,QUAL,*,0.913043,1.0,0.953846,0.954545,23,21,2,455,21,0,434,0,0,,,,,,,,,,,,,,
INDEL,*,map_l150_m2_e1,PASS,homalt,QUAL,*,0.983437,0.985477,0.898526,0.984456,483,475,8,4750,475,7,4268,4,0,,,,,,,,,,,,,,
INDEL,*,map_l250_m0_e0,PASS,*,QUAL,*,0.935065,0.86747,0.97999,0.9,77,72,5,4148,72,11,4065,2,0,,2.08,,1.5,,2.130435,,4.5,,,2.814675,2.130435,,2.82659
INDEL,*,map_l250_m0_e0,PASS,het,QUAL,*,0.942308,0.844828,0.980615,0.890909,52,49,3,2992,49,9,2934,1,0,,,,,,,,,,,,,,
INDEL,*,map_l250_m0_e0,PASS,hetalt,QUAL,*,0.0,,1.0,,0,0,0,93,0,0,93,0,0,,,,,,,,,,,,,,
INDEL,*,map_l250_m0_e0,PASS,homalt,QUAL,*,0.92,0.92,0.976482,0.92,25,23,2,1063,23,2,1038,1,0,,,,,,,,,,,,,,
INDEL,*,map_l250_m1_e0,PASS,*,QUAL,*,0.956811,0.956811,0.963453,0.956811,301,288,13,8236,288,13,7935,3,0,,1.731481,,1.6,,1.737864,,3.333333,,,2.639166,1.737864,,2.682381
INDEL,*,map_l250_m1_e0,PASS,het,QUAL,*,0.957219,0.94709,0.967537,0.952128,187,179,8,5822,179,10,5633,1,0,,,,,,,,,,,,,,
INDEL,*,map_l250_m1_e0,PASS,hetalt,QUAL,*,1.0,1.0,0.971154,1.0,6,6,0,208,6,0,202,0,0,,,,,,,,,,,,,,
INDEL,*,map_l250_m1_e0,PASS,homalt,QUAL,*,0.953704,0.971698,0.951949,0.962617,108,103,5,2206,103,3,2100,2,0,,,,,,,,,,,,,,
INDEL,*,map_l250_m2_e0,PASS,*,QUAL,*,0.960123,0.960123,0.965517,0.960123,326,313,13,9454,313,13,9128,3,0,,1.807018,,1.6,,1.816514,,3.333333,,,2.628402,1.816514,,2.664053
INDEL,*,map_l250_m2_e0,PASS,het,QUAL,*,0.961165,0.951923,0.968783,0.956522,206,198,8,6663,198,10,6455,1,0,,,,,,,,,,,,,,
INDEL,*,map_l250_m2_e0,PASS,hetalt,QUAL,*,1.0,1.0,0.976562,1.0,6,6,0,256,6,0,250,0,0,,,,,,,,,,,,,,
INDEL,*,map_l250_m2_e0,PASS,homalt,QUAL,*,0.95614,0.973214,0.955819,0.964602,114,109,5,2535,109,3,2423,2,0,,,,,,,,,,,,,,
INDEL,*,map_l250_m2_e1,PASS,*,QUAL,*,0.960366,0.960366,0.966234,0.960366,328,315,13,9714,315,13,9386,3,0,,1.8,,1.6,,1.809091,,3.333333,,,2.621839,1.809091,,2.656788
INDEL,*,map_l250_m2_e1,PASS,het,QUAL,*,0.961353,0.952153,0.969458,0.956731,207,199,8,6843,199,10,6634,1,0,,,,,,,,,,,,,,
INDEL,*,map_l250_m2_e1,PASS,hetalt,QUAL,*,1.0,1.0,0.977011,1.0,6,6,0,261,6,0,255,0,0,,,,,,,,,,,,,,
INDEL,*,map_l250_m2_e1,PASS,homalt,QUAL,*,0.956522,0.973451,0.956705,0.964912,115,110,5,2610,110,3,2497,2,0,,,,,,,,,,,,,,
INDEL,*,map_siren,PASS,*,QUAL,*,0.989246,0.988727,0.838046,0.988986,7253,7175,78,44914,7192,82,37640,18,0,,1.686087,,3.333333,,1.676561,,3.05,,,1.950408,1.676538,,2.008014
INDEL,*,map_siren,PASS,het,QUAL,*,0.988634,0.986199,0.844771,0.987415,4399,4349,50,28474,4359,61,24054,7,0,,,,,,,,,,,,,,
INDEL,*,map_siren,PASS,hetalt,QUAL,*,0.946939,0.995726,0.872895,0.97072,245,232,13,1841,233,1,1607,0,0,,,,,,,,,,,,,,
INDEL,*,map_siren,PASS,homalt,QUAL,*,0.994251,0.992366,0.820536,0.993308,2609,2594,15,14599,2600,20,11979,11,0,,,,,,,,,,,,,,
INDEL,*,segdup,PASS,*,QUAL,*,0.991559,0.989183,0.949124,0.99037,2488,2467,21,49060,2469,27,46564,10,0,,1.521878,,5.5,,1.513369,,2.0,,,2.035366,1.513369,,2.069192
INDEL,*,segdup,PASS,het,QUAL,*,0.992286,0.987439,0.954229,0.989857,1426,1415,11,31308,1415,18,29875,2,0,,,,,,,,,,,,,,
INDEL,*,segdup,PASS,hetalt,QUAL,*,0.936,1.0,0.949789,0.966942,125,117,8,2370,119,0,2251,0,0,,,,,,,,,,,,,,
INDEL,*,segdup,PASS,homalt,QUAL,*,0.997866,0.990466,0.93863,0.994152,937,935,2,15382,935,9,14438,8,0,,,,,,,,,,,,,,
INDEL,*,segdupwithalt,PASS,*,QUAL,*,1.0,1.0,0.999975,1.0,1,1,0,39276,1,0,39275,0,0,,,,,,,,,,,2.204851,,,2.204766
INDEL,*,segdupwithalt,PASS,het,QUAL,*,1.0,1.0,0.999961,1.0,1,1,0,25724,1,0,25723,0,0,,,,,,,,,,,,,,
INDEL,*,segdupwithalt,PASS,hetalt,QUAL,*,0.0,,1.0,,0,0,0,1885,0,0,1885,0,0,,,,,,,,,,,,,,
INDEL,*,segdupwithalt,PASS,homalt,QUAL,*,0.0,,1.0,,0,0,0,11667,0,0,11667,0,0,,,,,,,,,,,,,,
INDEL,*,tech_badpromoters,PASS,*,QUAL,*,0.986842,1.0,0.550898,0.993377,76,75,1,167,75,0,92,0,0,,1.181818,,,,1.151515,,,,,1.064935,1.151515,,1.0
INDEL,*,tech_badpromoters,PASS,het,QUAL,*,0.974359,1.0,0.536585,0.987013,39,38,1,82,38,0,44,0,0,,,,,,,,,,,,,,
INDEL,*,tech_badpromoters,PASS,hetalt,QUAL,*,1.0,1.0,0.5,1.0,4,4,0,8,4,0,4,0,0,,,,,,,,,,,,,,
INDEL,*,tech_badpromoters,PASS,homalt,QUAL,*,1.0,1.0,0.571429,1.0,33,33,0,77,33,0,44,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,*,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,*,PASS,het,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,*,PASS,hetalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,*,PASS,homalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,HG002complexvar,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,HG002complexvar,PASS,het,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,HG002complexvar,PASS,hetalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,HG002complexvar,PASS,homalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,HG002compoundhet,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,HG002compoundhet,PASS,het,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,HG002compoundhet,PASS,hetalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,HG002compoundhet,PASS,homalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,decoy,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,decoy,PASS,het,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,decoy,PASS,hetalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,decoy,PASS,homalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,func_cds,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,func_cds,PASS,het,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,func_cds,PASS,hetalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,func_cds,PASS,homalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,lowcmp_AllRepeats_51to200bp_gt95identity_merged,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,lowcmp_AllRepeats_51to200bp_gt95identity_merged,PASS,het,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,lowcmp_AllRepeats_51to200bp_gt95identity_merged,PASS,hetalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,lowcmp_AllRepeats_51to200bp_gt95identity_merged,PASS,homalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,lowcmp_AllRepeats_gt200bp_gt95identity_merged,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,lowcmp_AllRepeats_gt200bp_gt95identity_merged,PASS,het,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,lowcmp_AllRepeats_gt200bp_gt95identity_merged,PASS,hetalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,lowcmp_AllRepeats_gt200bp_gt95identity_merged,PASS,homalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,lowcmp_AllRepeats_lt51bp_gt95identity_merged,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,lowcmp_AllRepeats_lt51bp_gt95identity_merged,PASS,het,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,lowcmp_AllRepeats_lt51bp_gt95identity_merged,PASS,hetalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,lowcmp_AllRepeats_lt51bp_gt95identity_merged,PASS,homalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,lowcmp_Human_Full_Genome_TRDB_hg19_150331,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,lowcmp_Human_Full_Genome_TRDB_hg19_150331,PASS,het,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,lowcmp_Human_Full_Genome_TRDB_hg19_150331,PASS,hetalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,lowcmp_Human_Full_Genome_TRDB_hg19_150331,PASS,homalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRgt6_51to200bp_gt95identity_merged,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRgt6_51to200bp_gt95identity_merged,PASS,het,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRgt6_51to200bp_gt95identity_merged,PASS,hetalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRgt6_51to200bp_gt95identity_merged,PASS,homalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRgt6_gt200bp_gt95identity_merged,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRgt6_gt200bp_gt95identity_merged,PASS,het,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRgt6_gt200bp_gt95identity_merged,PASS,hetalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRgt6_gt200bp_gt95identity_merged,PASS,homalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRgt6_lt101bp_gt95identity_merged,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRgt6_lt101bp_gt95identity_merged,PASS,het,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRgt6_lt101bp_gt95identity_merged,PASS,hetalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRgt6_lt101bp_gt95identity_merged,PASS,homalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRgt6_lt51bp_gt95identity_merged,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRgt6_lt51bp_gt95identity_merged,PASS,het,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRgt6_lt51bp_gt95identity_merged,PASS,hetalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRgt6_lt51bp_gt95identity_merged,PASS,homalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRlt7_51to200bp_gt95identity_merged,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,C16_PLUS,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRlt7_51to200bp_gt95identity_merged,PASS,het,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
